Date,Gender, Annual Income ,Dealer_Name,Company,Model,Engine,Transmission,Color, Price ($) ,Body Style,Dealer_Region,State
12/1/2022,Male,13500.00,Progressive Shippers Cooperative Association No,Lincoln,Continental,Overhead Camshaft,Manual,Black,18001.00,Passenger,Janesville,Wisconsin
12/1/2022,Male,1300000.00,Rabun Used Car Sales,Lincoln,Continental,Overhead Camshaft,Manual,Black,18001.00,Passenger,Scottsdale,Arizona
12/1/2022,Male,13500.00,Race Car Help,Dodge,Ram Pickup,Overhead Camshaft,Manual,Red,25001.00,Hatchback,Austin,Texas
12/1/2022,Male,13500.00,Ryder Truck Rental and Leasing,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19001.00,Passenger,Middletown,New York 
12/1/2022,Male,1100000.00,Saab-Belle Dodge,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,22001.00,Hatchback,Aurora,Colorado
12/1/2022,Male,1650000.00,Scrivener Performance Engineering,Chevrolet,Lumina,Overhead Camshaft,Manual,Red,12001.00,Passenger,Greenville,South Carolina
12/1/2022,Male,1102000.00,Star Enterprises Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Red,57201.00,Hatchback,Pasco,Washington
12/1/2022,Male,575000.00,Suburban Ford,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,24001.00,Hatchback,Janesville,Wisconsin
12/1/2022,Female,13500.00,Tri-State Mack Inc,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26001.00,Sedan,Scottsdale,Arizona
12/1/2022,Male,1570000.00,U-Haul CO,Ford,Taurus,Overhead Camshaft,Manual,Black,69001.00,SUV,Austin,Texas
12/1/2022,Male,1411000.00,Buddy Storbeck's Diesel Service Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71101.00,SUV,Middletown,New York 
12/1/2022,Female,13500.00,Diehl Motor CO Inc,Nissan,Pathfinder,Overhead Camshaft,Manual,Red,11000.00,Hardtop,Middletown,New York 
12/1/2022,Male,13500.00,Enterprise Rent A Car,Chevrolet,Malibu,Overhead Camshaft,Manual,Red,82000.00,Hardtop,Aurora,Colorado
12/1/2022,Male,13500.00,Classic Chevy,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11001.00,Sedan,Scottsdale,Arizona
12/1/2022,Male,2700000.00,Clay Johnson Auto Sales,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,26001.00,Sedan,Austin,Texas
12/1/2022,Male,1060000.00,Diehl Motor CO Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,19001.00,Hatchback,Middletown,New York 
12/1/2022,Male,545000.00,Enterprise Rent A Car,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31001.00,Hatchback,Aurora,Colorado
12/1/2022,Male,13500.00,Gartner Buick Hyundai Saab,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32001.00,Passenger,Greenville,South Carolina
12/1/2022,Male,13500.00,Hatfield Volkswagen,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Red,31001.00,Hatchback,Pasco,Washington
12/1/2022,Male,3200000.00,Iceberg Rentals,Mercury,Sable,Overhead Camshaft,Manual,Red,61001.00,Sedan,Janesville,Wisconsin
12/1/2022,Male,1705000.00,McKinney Dodge Chrysler Jeep,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21501.00,SUV,Scottsdale,Arizona
12/1/2022,Male,850250.00,Motor Vehicle Branch Office,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14251.00,Passenger,Austin,Texas
12/1/2022,Male,1220000.00,Nebo Chevrolet,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18001.00,Hatchback,Middletown,New York 
12/1/2022,Male,455000.00,New Castle Ford Lincoln Mercury,Acura,RL,Overhead Camshaft,Manual,Red,17001.00,SUV,Aurora,Colorado
12/1/2022,Female,798000.00,Star Enterprises Inc,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000.00,Hardtop,Pasco,Washington
12/1/2022,Male,13500.00,Clay Johnson Auto Sales,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19000.00,Passenger,Austin,Texas
12/1/2022,Male,457000.00,Diehl Motor CO Inc,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28000.00,Passenger,Middletown,New York 
12/1/2022,Male,1460000.00,Enterprise Rent A Car,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000.00,Sedan,Aurora,Colorado
12/1/2022,Male,736000.00,Gartner Buick Hyundai Saab,Mercury,Cougar,Overhead Camshaft,Manual,Red,22000.00,Hatchback,Greenville,South Carolina
12/1/2022,Male,405000.00,Hatfield Volkswagen,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,22000.00,Hatchback,Pasco,Washington
12/1/2022,Male,450000.00,Iceberg Rentals,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000.00,Hatchback,Janesville,Wisconsin
12/1/2022,Male,740000.00,McKinney Dodge Chrysler Jeep,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000.00,Hatchback,Scottsdale,Arizona
12/1/2022,Male,13500.00,Motor Vehicle Branch Office,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000.00,SUV,Austin,Texas
12/1/2022,Male,691000.00,Nebo Chevrolet,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000.00,SUV,Middletown,New York 
12/1/2022,Male,370000.00,New Castle Ford Lincoln Mercury,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38000.00,Passenger,Aurora,Colorado
12/1/2022,Male,13500.00,Pars Auto Sales,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,SUV,Greenville,South Carolina
12/1/2022,Male,2355000.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Red,29500.00,Passenger,Pasco,Washington
12/1/2022,Male,1255000.00,Progressive Shippers Cooperative Association No,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31500.00,Hatchback,Janesville,Wisconsin
12/1/2022,Male,1560000.00,Rabun Used Car Sales,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,SUV,Scottsdale,Arizona
12/1/2022,Male,550000.00,Hatfield Volkswagen,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31001.00,SUV,Pasco,Washington
12/1/2022,Male,13500.00,Progressive Shippers Cooperative Association No,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21000.00,Hardtop,Janesville,Wisconsin
12/1/2022,Male,590000.00,McKinney Dodge Chrysler Jeep,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,17000.00,Sedan,Scottsdale,Arizona
12/1/2022,Male,920000.00,Motor Vehicle Branch Office,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17000.00,Sedan,Austin,Texas
12/1/2022,Male,460000.00,Nebo Chevrolet,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000.00,SUV,Middletown,New York 
12/1/2022,Male,662500.00,New Castle Ford Lincoln Mercury,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28500.00,Sedan,Aurora,Colorado
12/1/2022,Male,1000500.00,Pars Auto Sales,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10050.00,SUV,Greenville,South Carolina
12/1/2022,Male,735000.00,Scrivener Performance Engineering,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000.00,Hardtop,Greenville,South Carolina
12/1/2022,Male,13500.00,Progressive Shippers Cooperative Association No,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49000.00,Hatchback,Janesville,Wisconsin
12/1/2022,Male,765000.00,Rabun Used Car Sales,Audi,A6,Overhead Camshaft,Manual,Black,15000.00,SUV,Scottsdale,Arizona
12/1/2022,Male,691000.00,Race Car Help,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000.00,Passenger,Austin,Texas
12/1/2022,Male,560000.00,Ryder Truck Rental and Leasing,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45000.00,Sedan,Middletown,New York 
12/1/2022,Male,735000.00,Saab-Belle Dodge,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000.00,SUV,Aurora,Colorado
12/1/2022,Female,535600.00,Scrivener Performance Engineering,Acura,RL,Overhead Camshaft,Manual,Pale White,17600.00,SUV,Greenville,South Carolina
12/1/2022,Male,1103000.00,Rabun Used Car Sales,Chrysler,Cirrus,Overhead Camshaft,Manual,Red,24300.00,Passenger,Janesville,Wisconsin
12/1/2022,Male,1630000.00,Race Car Help,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Red,12000.00,Passenger,Scottsdale,Arizona
12/1/2022,Male,1100000.00,Ryder Truck Rental and Leasing,Volvo,V40,DoubleÂ Overhead Camshaft,Auto,Pale White,18000.00,SUV,Austin,Texas
12/1/2022,Male,1230000.00,Saab-Belle Dodge,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000.00,Hatchback,Middletown,New York 
12/1/2022,Female,654000.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53000.00,Hardtop,Pasco,Washington
12/1/2022,Male,550000.00,Progressive Shippers Cooperative Association No,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Red,15000.00,Hardtop,Janesville,Wisconsin
12/1/2022,Male,555000.00,Suburban Ford,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000.00,Sedan,Pasco,Washington
12/1/2022,Male,641000.00,Tri-State Mack Inc,Mitsubishi,Mirage,DoubleÂ Overhead Camshaft,Auto,Black,9000.00,SUV,Janesville,Wisconsin
12/1/2022,Male,602000.00,Rabun Used Car Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000.00,Hardtop,Scottsdale,Arizona
12/1/2022,Male,13500.00,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34000.00,Passenger,Austin,Texas
12/1/2022,Male,850000.00,C & M Motors Inc,Buick,Regal,Overhead Camshaft,Manual,Red,43000.00,Passenger,Middletown,New York 
12/1/2022,Female,362000.00,Capitol KIA,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000.00,Sedan,Aurora,Colorado
12/1/2022,Male,790000.00,Chrysler of Tri-Cities,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34000.00,Passenger,Greenville,South Carolina
12/1/2022,Male,1630000.00,Star Enterprises Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000.00,Hardtop,Pasco,Washington
12/2/2022,Male,13500.00,C & M Motors Inc,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19001.00,Passenger,Aurora,Colorado
12/2/2022,Female,1500000.00,Capitol KIA,Nissan,Quest,DoubleÂ Overhead Camshaft,Auto,Pale White,32001.00,SUV,Greenville,South Carolina
12/2/2022,Male,13500.00,Chrysler of Tri-Cities,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001.00,Sedan,Pasco,Washington
12/2/2022,Male,360000.00,Pitre Buick-Pontiac-Gmc of Scottsdale,BMW,528i,Overhead Camshaft,Manual,Black,21001.00,SUV,Pasco,Washington
12/2/2022,Male,13500.00,Progressive Shippers Cooperative Association No,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28001.00,Sedan,Janesville,Wisconsin
12/2/2022,Male,610000.00,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001.00,Sedan,Scottsdale,Arizona
12/2/2022,Male,585000.00,Ryder Truck Rental and Leasing,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000.00,Hardtop,Middletown,New York 
12/2/2022,Male,1330000.00,Ryder Truck Rental and Leasing,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23000.00,Sedan,Middletown,New York 
12/2/2022,Male,585000.00,U-Haul CO,Cadillac,Seville,Overhead Camshaft,Manual,Black,44000.00,Hardtop,Austin,Texas
12/2/2022,Male,830000.00,Star Enterprises Inc,Toyota,Sienna,Overhead Camshaft,Manual,Black,16000.00,Passenger,Pasco,Washington
12/2/2022,Male,13500.00,Suburban Ford,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,41000.00,Passenger,Janesville,Wisconsin
12/2/2022,Female,470000.00,Tri-State Mack Inc,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31000.00,Hatchback,Scottsdale,Arizona
12/2/2022,Male,760000.00,U-Haul CO,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000.00,Hardtop,Austin,Texas
12/2/2022,Male,821000.00,Enterprise Rent A Car,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,46000.00,Hardtop,Aurora,Colorado
12/2/2022,Male,1190000.00,Diehl Motor CO Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000.00,Sedan,Austin,Texas
12/3/2022,Male,4700000.00,Chrysler Plymouth,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17001.00,Passenger,Janesville,Wisconsin
12/3/2022,Male,1785000.00,Classic Chevy,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27501.00,SUV,Scottsdale,Arizona
12/3/2022,Male,1550000.00,Clay Johnson Auto Sales,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19001.00,SUV,Austin,Texas
12/3/2022,Male,13500.00,Diehl Motor CO Inc,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,28000.00,SUV,Middletown,New York 
12/3/2022,Male,1875000.00,Enterprise Rent A Car,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12500.00,Passenger,Aurora,Colorado
12/3/2022,Male,13500.00,Gartner Buick Hyundai Saab,Saturn,LS,Overhead Camshaft,Manual,Pale White,14000.00,Sedan,Greenville,South Carolina
12/3/2022,Male,2400000.00,Hatfield Volkswagen,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Red,35000.00,Hatchback,Pasco,Washington
12/3/2022,Male,1266000.00,Iceberg Rentals,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12600.00,Hatchback,Janesville,Wisconsin
12/3/2022,Male,826000.00,McKinney Dodge Chrysler Jeep,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12000.00,Hatchback,Austin,Texas
12/3/2022,Male,2730000.00,Motor Vehicle Branch Office,Chevrolet,Impala,DoubleÂ Overhead Camshaft,Auto,Black,21000.00,Hatchback,Austin,Texas
12/3/2022,Male,900000.00,Nebo Chevrolet,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000.00,SUV,Middletown,New York 
12/3/2022,Female,13500.00,New Castle Ford Lincoln Mercury,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,19000.00,SUV,Aurora,Colorado
12/3/2022,Female,550000.00,Race Car Help,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21001.00,SUV,Austin,Texas
12/3/2022,Male,635000.00,Saab-Belle Dodge,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000.00,Hardtop,Aurora,Colorado
12/3/2022,Male,775000.00,Saab-Belle Dodge,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9001.00,SUV,Aurora,Colorado
12/3/2022,Male,629000.00,Scrivener Performance Engineering,Chevrolet,Cavalier,Overhead Camshaft,Manual,Red,20001.00,SUV,Greenville,South Carolina
12/3/2022,Male,452500.00,Star Enterprises Inc,Nissan,Maxima,Overhead Camshaft,Manual,Red,29501.00,Sedan,Pasco,Washington
12/3/2022,Male,611000.00,Scrivener Performance Engineering,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Red,19000.00,Hardtop,Greenville,South Carolina
12/3/2022,Male,3400000.00,Tri-State Mack Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22001.00,Passenger,Scottsdale,Arizona
12/3/2022,Male,320000.00,U-Haul CO,Honda,Accord,Overhead Camshaft,Manual,Black,43001.00,Sedan,Austin,Texas
12/3/2022,Male,839000.00,Progressive Shippers Cooperative Association No,BMW,328i,Overhead Camshaft,Manual,Red,21001.00,Sedan,Janesville,Wisconsin
12/3/2022,Male,1690000.00,Rabun Used Car Sales,Pontiac,Bonneville,Overhead Camshaft,Manual,Red,11001.00,Hatchback,Scottsdale,Arizona
12/3/2022,Female,13500.00,McKinney Dodge Chrysler Jeep,Cadillac,Seville,Overhead Camshaft,Manual,Black,44000.00,Hardtop,Scottsdale,Arizona
12/3/2022,Male,13500.00,Ryder Truck Rental and Leasing,Porsche,Boxter,Overhead Camshaft,Manual,Red,24001.00,SUV,Middletown,New York 
12/3/2022,Male,1150000.00,Scrivener Performance Engineering,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000.00,Hatchback,Greenville,South Carolina
12/3/2022,Female,1560000.00,Star Enterprises Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24000.00,SUV,Pasco,Washington
12/3/2022,Female,787000.00,Suburban Ford,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24000.00,Sedan,Janesville,Wisconsin
12/3/2022,Male,13500.00,Tri-State Mack Inc,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21000.00,Hatchback,Scottsdale,Arizona
12/3/2022,Male,1085000.00,U-Haul CO,Dodge,Durango,Overhead Camshaft,Manual,Black,22500.00,SUV,Austin,Texas
12/3/2022,Male,1800000.00,Progressive Shippers Cooperative Association No,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000.00,Hatchback,Janesville,Wisconsin
12/3/2022,Male,360000.00,Rabun Used Car Sales,BMW,528i,Overhead Camshaft,Manual,Red,29000.00,SUV,Scottsdale,Arizona
12/3/2022,Male,645000.00,Race Car Help,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000.00,Sedan,Austin,Texas
12/3/2022,Female,520000.00,Ryder Truck Rental and Leasing,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,Sedan,Middletown,New York 
12/3/2022,Male,250000.00,Saab-Belle Dodge,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000.00,Hatchback,Aurora,Colorado
12/3/2022,Male,1630000.00,Scrivener Performance Engineering,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20001.00,SUV,Greenville,South Carolina
12/3/2022,Male,1380000.00,Scrivener Performance Engineering,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41000.00,Hardtop,Greenville,South Carolina
12/3/2022,Male,13500.00,U-Haul CO,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,25000.00,SUV,Austin,Texas
12/3/2022,Male,330000.00,Progressive Shippers Cooperative Association No,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33000.00,Hatchback,Janesville,Wisconsin
12/3/2022,Male,405000.00,Rabun Used Car Sales,Jeep,Grand Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000.00,SUV,Scottsdale,Arizona
12/3/2022,Male,13500.00,Progressive Shippers Cooperative Association No,Infiniti,I30,Overhead Camshaft,Manual,Red,22000.00,Hardtop,Janesville,Wisconsin
12/3/2022,Male,532000.00,Ryder Truck Rental and Leasing,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,26000.00,Sedan,Middletown,New York 
12/3/2022,Male,740000.00,Saab-Belle Dodge,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31000.00,Sedan,Aurora,Colorado
12/3/2022,Male,1380000.00,Buddy Storbeck's Diesel Service Inc,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000.00,Hardtop,Middletown,New York 
12/3/2022,Male,959000.00,Hatfield Volkswagen,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000.00,Hardtop,Pasco,Washington
12/3/2022,Male,525500.00,Suburban Ford,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Black,9500.00,Passenger,Janesville,Wisconsin
12/3/2022,Male,13500.00,Tri-State Mack Inc,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000.00,Hatchback,Scottsdale,Arizona
12/3/2022,Male,935000.00,McKinney Dodge Chrysler Jeep,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39000.00,Hardtop,Scottsdale,Arizona
12/3/2022,Male,13500.00,Buddy Storbeck's Diesel Service Inc,Volkswagen,Golf,Overhead Camshaft,Manual,Red,25001.00,SUV,Middletown,New York 
12/3/2022,Male,600000.00,Enterprise Rent A Car,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31000.00,SUV,Middletown,New York 
12/3/2022,Male,1600000.00,Gartner Buick Hyundai Saab,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Black,9000.00,SUV,Aurora,Colorado
12/3/2022,Male,1475000.00,Hatfield Volkswagen,Porsche,Carrera Cabrio,Overhead Camshaft,Manual,Black,22500.00,Passenger,Greenville,South Carolina
12/3/2022,Male,1800000.00,Hatfield Volkswagen,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000.00,Hardtop,Pasco,Washington
12/3/2022,Male,1750000.00,Motor Vehicle Branch Office,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000.00,Hardtop,Austin,Texas
12/3/2022,Male,13500.00,Motor Vehicle Branch Office,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22000.00,Hatchback,Scottsdale,Arizona
12/3/2022,Male,2045000.00,Pars Auto Sales,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41500.00,Hardtop,Greenville,South Carolina
12/3/2022,Male,2200000.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000.00,Hardtop,Pasco,Washington
12/3/2022,Male,540000.00,Pars Auto Sales,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16000.00,SUV,Scottsdale,Arizona
12/3/2022,Male,950000.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Red,15000.00,Hatchback,Austin,Texas
12/3/2022,Male,1072500.00,Progressive Shippers Cooperative Association No,Volvo,C70,Overhead Camshaft,Manual,Black,17250.00,Hatchback,Middletown,New York 
12/3/2022,Female,800000.00,Rabun Used Car Sales,Dodge,Viper,Overhead Camshaft,Manual,Black,26000.00,SUV,Aurora,Colorado
12/4/2022,Male,1962000.00,Pars Auto Sales,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85200.00,SUV,Greenville,South Carolina
12/4/2022,Male,3295888.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19581.00,Hatchback,Pasco,Washington
12/4/2022,Female,1205000.00,Progressive Shippers Cooperative Association No,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45501.00,Hatchback,Janesville,Wisconsin
12/4/2022,Male,375000.00,Rabun Used Car Sales,Lexus,ES300,Overhead Camshaft,Manual,Black,34001.00,Hatchback,Austin,Texas
12/4/2022,Male,13500.00,Race Car Help,Subaru,Forester,Overhead Camshaft,Manual,Red,26001.00,Hatchback,Austin,Texas
12/4/2022,Male,756000.00,Ryder Truck Rental and Leasing,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19001.00,Passenger,Middletown,New York 
12/4/2022,Male,13500.00,Saab-Belle Dodge,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43001.00,Hatchback,Aurora,Colorado
12/4/2022,Male,800000.00,Scrivener Performance Engineering,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000.00,Sedan,Greenville,South Carolina
12/4/2022,Female,13500.00,Star Enterprises Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000.00,SUV,Pasco,Washington
12/4/2022,Female,4375000.00,Suburban Ford,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Black,60500.00,Hatchback,Janesville,Wisconsin
12/4/2022,Female,1036000.00,Tri-State Mack Inc,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46600.00,Passenger,Scottsdale,Arizona
12/4/2022,Male,2100000.00,U-Haul CO,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000.00,Sedan,Austin,Texas
12/4/2022,Male,1500000.00,Progressive Shippers Cooperative Association No,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000.00,Hatchback,Janesville,Wisconsin
12/4/2022,Male,905500.00,Rabun Used Car Sales,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Red,20500.00,SUV,Scottsdale,Arizona
12/4/2022,Female,1811000.00,Race Car Help,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25100.00,SUV,Austin,Texas
12/4/2022,Male,2375000.00,Ryder Truck Rental and Leasing,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22500.00,Hatchback,Middletown,New York 
12/4/2022,Male,13500.00,Saab-Belle Dodge,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000.00,SUV,Aurora,Colorado
12/4/2022,Male,2275000.00,Scrivener Performance Engineering,Buick,Park Avenue,Overhead Camshaft,Manual,Red,45500.00,Hatchback,Greenville,South Carolina
12/4/2022,Male,2215000.00,Saab-Belle Dodge,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,37501.00,SUV,Aurora,Colorado
12/4/2022,Male,851000.00,Scrivener Performance Engineering,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33001.00,Sedan,Greenville,South Carolina
12/4/2022,Male,1910000.00,Star Enterprises Inc,Acura,RL,Overhead Camshaft,Manual,Black,18001.00,SUV,Pasco,Washington
12/4/2022,Male,1311000.00,Suburban Ford,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21101.00,Sedan,Janesville,Wisconsin
12/4/2022,Male,650000.00,Pars Auto Sales,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23001.00,Hardtop,Aurora,Colorado
12/4/2022,Male,512000.00,Chrysler Plymouth,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21001.00,Hardtop,Greenville,South Carolina
12/4/2022,Female,915000.00,Tri-State Mack Inc,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18001.00,Hardtop,Janesville,Wisconsin
12/4/2022,Male,520000.00,Star Enterprises Inc,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43001.00,Hardtop,Janesville,Wisconsin
12/4/2022,Male,542500.00,U-Haul CO,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16501.00,Hardtop,Janesville,Wisconsin
12/4/2022,Male,714000.00,Chrysler of Tri-Cities,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31001.00,Sedan,Pasco,Washington
12/4/2022,Male,815000.00,Chrysler Plymouth,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,16001.00,Passenger,Janesville,Wisconsin
12/4/2022,Male,13500.00,Classic Chevy,Saturn,LS,Overhead Camshaft,Manual,Pale White,14001.00,Sedan,Scottsdale,Arizona
